PropertyID,Title,City,Locality,Type,Price_Cr,Area_sqft,BHK,Price_per_sqft,Furnishing,TransactionType,ListedDate,Available
PROP_060,Commercial BHK Commercial in Rohini,Delhi,Rohini,Commercial,2.64,2199,0,12005.46,Unfurnished,Resale,2025-07-17,True
PROP_061,Commercial BHK Commercial in Baner,Pune,Baner,Commercial,0.74,2584,0,2863.78,Unfurnished,New Booking,2025-06-04,True
PROP_062,Commercial BHK Plot in Koramangala,Bangalore,Koramangala,Plot,1.87,2498,0,7485.99,Unfurnished,New Booking,2025-09-11,True
PROP_063,Commercial BHK Commercial in T Nagar,Chennai,T Nagar,Commercial,1.64,1314,0,12480.97,Unfurnished,New Booking,2024-11-27,True
PROP_064,Commercial BHK Villa in Koramangala,Bangalore,Koramangala,Villa,1.16,2969,0,3907.04,Semi Furnished,Resale,2025-04-04,True
PROP_065,Commercial BHK Villa in Powai,Mumbai,Powai,Villa,2.26,1958,0,11542.39,Semi Furnished,New Booking,2025-05-09,True
PROP_066,Commercial BHK Plot in Dwarka,Delhi,Dwarka,Plot,2.46,911,0,27003.29,Unfurnished,New Booking,2025-09-27,True
PROP_067,Commercial BHK Commercial in Whitefield,Bangalore,Whitefield,Commercial,2.0,878,0,22779.04,Semi Furnished,New Booking,2025-01-10,True
PROP_068,Commercial BHK Plot in Electronic City,Bangalore,Electronic City,Plot,2.38,2420,0,9834.71,Unfurnished,New Booking,2024-12-15,True
PROP_069,4 BHK Apartment in Dwarka,Delhi,Dwarka,Apartment,2.18,1810,4,12044.2,Fully Furnished,New Booking,2025-05-24,True
PROP_070,Commercial BHK Plot in Whitefield,Bangalore,Whitefield,Plot,1.7,1764,0,9637.19,Fully Furnished,Resale,2025-01-07,True
PROP_071,Commercial BHK Commercial in New Town,Kolkata,New Town,Commercial,0.97,2702,0,3589.93,Fully Furnished,New Booking,2025-06-18,True
PROP_072,Commercial BHK Villa in Viman Nagar,Pune,Viman Nagar,Villa,0.69,1103,0,6255.67,Semi Furnished,Resale,2025-08-10,True
PROP_073,Commercial BHK Commercial in Powai,Mumbai,Powai,Commercial,4.19,1831,0,22883.67,Fully Furnished,New Booking,2025-09-16,True
PROP_074,Commercial BHK Plot in Park Street,Kolkata,Park Street,Plot,0.86,1694,0,5076.74,Unfurnished,New Booking,2025-03-23,True
PROP_075,Commercial BHK Villa in Whitefield,Bangalore,Whitefield,Villa,1.62,2129,0,7609.21,Unfurnished,New Booking,2025-07-04,True
PROP_076,4 BHK Apartment in Whitefield,Bangalore,Whitefield,Apartment,1.66,2382,4,6968.93,Unfurnished,New Booking,2025-05-01,True
PROP_077,Commercial BHK Villa in T Nagar,Chennai,T Nagar,Villa,0.7,2153,0,3251.28,Unfurnished,Resale,2025-09-22,True
PROP_078,Commercial BHK Plot in HSR Layout,Bangalore,HSR Layout,Plot,2.18,2867,0,7603.77,Semi Furnished,Resale,2025-04-13,True
PROP_079,Commercial BHK Villa in Whitefield,Bangalore,Whitefield,Villa,1.21,2740,0,4416.06,Semi Furnished,Resale,2025-05-22,True
PROP_080,Commercial BHK Villa in T Nagar,Chennai,T Nagar,Villa,1.64,1616,0,10148.51,Unfurnished,Resale,2025-02-17,True
PROP_081,Commercial BHK Villa in New Town,Kolkata,New Town,Villa,1.07,2686,0,3983.62,Unfurnished,New Booking,2024-12-31,True
PROP_082,Commercial BHK Villa in Viman Nagar,Pune,Viman Nagar,Villa,0.56,1440,0,3888.89,Fully Furnished,Resale,2024-11-18,True
PROP_083,Commercial BHK Plot in Salt Lake,Kolkata,Salt Lake,Plot,0.64,1361,0,4702.42,Semi Furnished,New Booking,2025-02-19,True
PROP_084,2 BHK Apartment in Hitech City,Hyderabad,Hitech City,Apartment,1.56,826,2,18886.2,Semi Furnished,New Booking,2025-07-18,True
PROP_085,Commercial BHK Plot in Worli,Mumbai,Worli,Plot,3.77,1170,0,32222.22,Fully Furnished,Resale,2024-12-31,True
PROP_086,3 BHK Apartment in OMR,Chennai,OMR,Apartment,0.91,1394,3,6527.98,Fully Furnished,New Booking,2025-05-27,True
PROP_087,Commercial BHK Plot in Andheri,Mumbai,Andheri,Plot,1.54,1920,0,8020.83,Semi Furnished,Resale,2025-08-24,True
PROP_088,Commercial BHK Commercial in Rohini,Delhi,Rohini,Commercial,2.63,1389,0,18934.49,Semi Furnished,New Booking,2025-06-13,True
PROP_089,Commercial BHK Plot in Rohini,Delhi,Rohini,Plot,1.67,2139,0,7807.39,Unfurnished,Resale,2025-04-27,True
PROP_090,Commercial BHK Plot in OMR,Chennai,OMR,Plot,0.81,1263,0,6413.3,Unfurnished,Resale,2025-07-15,True
PROP_091,Commercial BHK Plot in T Nagar,Chennai,T Nagar,Plot,0.75,1020,0,7352.94,Semi Furnished,Resale,2025-01-20,True
PROP_092,Commercial BHK Plot in Vasant Kunj,Delhi,Vasant Kunj,Plot,2.33,1550,0,15032.26,Unfurnished,Resale,2024-11-05,True
PROP_093,Commercial BHK Plot in Andheri,Mumbai,Andheri,Plot,4.99,2657,0,18780.58,Semi Furnished,Resale,2024-12-01,True
PROP_094,Commercial BHK Commercial in Kothrud,Pune,Kothrud,Commercial,1.11,2210,0,5022.62,Unfurnished,New Booking,2025-03-17,True
PROP_095,2 BHK Apartment in Hitech City,Hyderabad,Hitech City,Apartment,1.92,1108,2,17328.52,Fully Furnished,New Booking,2025-07-24,True
PROP_096,Commercial BHK Commercial in Saket,Delhi,Saket,Commercial,2.63,868,0,30299.54,Unfurnished,New Booking,2024-11-14,True
PROP_097,Commercial BHK Commercial in T Nagar,Chennai,T Nagar,Commercial,1.55,1874,0,8271.08,Semi Furnished,New Booking,2025-01-12,True
PROP_098,Commercial BHK Villa in Baner,Pune,Baner,Villa,0.67,2542,0,2635.72,Semi Furnished,New Booking,2025-08-31,True
PROP_099,Commercial BHK Villa in OMR,Chennai,OMR,Villa,1.78,2527,0,7043.93,Semi Furnished,Resale,2025-04-18,True
PROP_100,1 BHK Apartment in Worli,Mumbai,Worli,Apartment,4.52,1176,1,38435.37,Unfurnished,Resale,2024-12-03,True
